,메뉴이름,계란류,우유,메밀,땅콩,대두,밀,고등어,게,새우,돼지고기,복숭아,토마토,아황산류,호두,닭고기,쇠고기,오징어,조개류,잣,열량
1383,마시는발효유,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 56.00
1384,주꾸미미나리초무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,* 130.55
1385,포도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 45.97
1386,깻잎쇠고기볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,* 146.79
1387,샌드형아이스크림,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 252.00
1388,햄김치,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,* 126.88
1389,컵형아이스크림,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 270.00
1390,생선묵김치,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,* 62.29
1391,소불고기소스덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,* 604.20
1392,과일젤리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 160.00
1393,팩형아이스크림,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 234.00
1394,백김치  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.12
1395,용기면,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,* 365.00
1396,콘형아이스크림,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 270.00
1397,쌀국수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 325.00
1398,과일야채샐러드 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,68.81
1399,연두부양념장 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.04
1400,생선묵찌개 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.32
1401,데리야끼갈릭치킨 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,592.8
1402,우엉쇠고기조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90.65
1403,감자탕 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,363.25
1404,꽁치김치조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.95
1405,꽈리고추건새우볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.89
1406,쇠고기느타리버섯국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44.47
1407,오징어튀김칠리 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,504.72
1408,갈치순살조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.19
1409,순두부새우탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.48
1410,주꾸미볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.29
1411,훈제오리볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.03
1412,김칫국,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,* 44.23
1413,대구탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.98
1414,한우갈비탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,486.28
1415,꽁치김치,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.67
1416,우럭매운탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.55
1417,김치,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61.64
1418,쇠고기덮밥 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,643.19
1419,마늘종볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.99
1420,마늘종무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.12
1421,마늘종새우볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.49
1422,닭튀김,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,756.25
1423,새우살튀김칠리 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,521.68
1424,들깨무나물 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.45
1425,버섯,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.31
1426,쇠고기장조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.42
1427,햄,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,152.03
1428,테스트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,테스트
1429,햄버거,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1430,브런치,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1431,병사식당 외 급식,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1432,코다리순살강정,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,* 504.91
1433,콩나물밥&달래양념장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,* 449.10
1434,토핑형발효유,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 84.50
1435,콩나물김치,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,* 26.91
1436,감귤주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 44.00
1437,사과주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 46.00
1438,들깨무나물,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,* 71.69
1439,망고주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 26.00
1440,시래기된장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,* 55.94
1441,북경식탕수육,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,* 612.05
1442,굴짬뽕찌개,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,* 95.41
1443,소불고기소스,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,604.2
1444,육우갈비탕,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486.08
1445,낙지연포탕,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.37
1446,컵라면,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,* 365.00
1447,팝콘치킨,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,* 694.26
1448,육개장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.23kcal
1449,부추된장무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32kcal
1450,돼지고기김치볶음밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,679.56kcal
1451,하와이안볶음밥,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,421.98kcal
1452,들깨순볶음,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.06kcal
1453,패주콩나물국,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,75.22kcal
1454,된장찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,80.76kcal
1455,쇠고기당면찌개,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,134.16kcal
1456,꽈리고추양념무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.34kcal
1457,12방침,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,96.71kcal
1458,떠먹는토핑형발효휴,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.56kcal
1459,어묵탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73.31kcal
1460,해물야채볶음밥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450.16kcal
1461,쇠고기버섯전골,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,131.18kcal
1462,콩나물볶음,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.77kcal
1463,미나리맛살튀김,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,358.36kcal
1464,죽순야채무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42.57kcal
1465,"풋고추,된장",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37.51kcal
1466,고등어감자조림,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,186.48kcal
1467,모둠버섯볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.63kcal
1468,광어순살간장조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113.05kcal
1469,가든샐러드,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.34kcal
1470,불고기샐러드,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,74.06kcal
1471,핫도그,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,926.07kcal
1472,버섯불고기찜,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,298.83kcal
1473,토마토,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35.64kcal
1474,돼지고기깻잎볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,246.56kcal
1475,배추무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23.14kcal
1476,떡국,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.06kcal
1477,부추나물,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.75kcal
1478,닭순살야채샐러드,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,200.24kcal
1479,제육컵밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,620.17kcal
1480,두부찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114.35kcal
1481,오이미나리무침,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.58kcal
1482,매일두유 뼈로가는고칼슘 담백한맛190ml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1483,멸치감자조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115.28kcal
1484,콩나물불고기,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,253.71kcal
1485,"음료수,쌀맛",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.2kcal
1486,매운어묵볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,146.48kcal
1487,마카로니감자샐러드,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,112.37kcal
1488,삼겹살김치찜,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,402.57kcal
1489,콩나물삼색볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59.03kcal
1490,햄김치덮밥,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,500.25kcal
1491,갈비맛통닭,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,387.21kcal
1492,맛살감자샐러드,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,112.37kcal
1493,달콤돼지고기볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,229.4kcal
1494,맛밤,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1495,치킨데리야끼비빔밥,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,997.86kcal
1496,도라지무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79.28kcal
1497,비엔나소시지볶음,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,292.57kcal
1498,양상추샐러드,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,62.69kcal
1499,오징어볶음밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,511.46kcal
1500,닭고기김치찌개,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,105.42kcal
1501,당면돼지고기볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,174.68kcal
1502,무콩나물무침,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.37kcal
1503,미트볼조림,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,501.01kcal
1504,카라멜형 초코바,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1505,고추참치찌개,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.42kcal
1506,갈치무조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112.78kcal
1507,햄감자찌개,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,165.64kcal
1508,민대구미역지리,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.72kcal
1509,생선묵새우볶음,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,172.32kcal
1510,닭매운양념조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,375.32kcal
1511,청경채닭순살무침,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,392.31kcal
1512,파프리카/쌈장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21.07kcal
1513,북어채계란국,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.72kcal
1514,굴탕수,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,472.27kcal
1515,부추잡채,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,327.5kcal
1516,매실피클무침,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95.71kcal
1517,구운계란장조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7kcal
1518,우엉오징어조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,133.84kcal
1519,닭튀김마늘소스,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,353.13kcal
1520,생선살탕수,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,488.2kcal
1521,오리들깨탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,279.8kcal
1522,해물스파게티,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,763.81kcal
1523,감자구이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75kcal
1524,명태콩나물찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,115.56kcal
1525,버섯들깨무침,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.94kcal
1526,마카로니마요무침,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72.74kcal
1527,소떡소떡,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,645.28
1528,구운계란,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.08
1529,즉석자장소스,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,415.8
1530,브로콜리게맛살튀김,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,350.23
1531,토마토슬라이스,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.13
1532,순살닭고기고구마조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,306.59
1533,딸기쨈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5
1534,매운돼지갈비고구마조림,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,350.19
1535,쌈무/깻잎/쌈장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74.45
1536,고추참치야채볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.63
1537,세절형김,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15
1538,김말이튀김,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,612.51
1539,쇠고기꽈리고추조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,133.01
1540,양배추국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34.39
1541,상추/깻잎/청경채/쌈무,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55
1542,돼지삼겹야채볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,492.66
1543,새우살배추된장국,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,87.81
1544,닭고기마늘강정,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,655.99
1545,대패삼겹숙주덮밥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675.52
1546,오징어링튀김,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,349.76
1547,호박된장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46.79
1548,미트볼야채볶음,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,292.41
1549,닭순살간장통마늘볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,273.16
1550,김치볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.63
1551,새우순살짬뽕찌개,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,255.27
1552,오곡밥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.5
1553,파프리카오이초무침,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.69
1554,닭순살부추비빔밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,689.8
1555,꼬리곰탕1형,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.62
1556,고추양파된장무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61.33
1557,고구마조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90.84
1558,꽁치무조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,212.07
1559,파프리카멸치볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,146.23
1560,돼지고기고구마조림,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,632.25
1561,리얼브런치,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1176.03
1562,미역계란국,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.78
1563,게맛살오이초무침,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.59
1564,전복버섯조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,61.17
1565,한우불고기비빔밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,283.1
1566,순대국밥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390
1567,용가리치킨,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,757.01
1568,요거트푸딩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.4
1569,즉석카레소스,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,250.8
1570,양파/풋고추쌈,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62.68
1571,새우튀김케첩볶음,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,361.73
1572,쇠고기야채조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,112.58
1573,피망생선묵볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,189.73
1574,매운닭고기고구마조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,392.97
1575,훈제오리덮밥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.1
1576,단호박부꾸미,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508.41
1577,컨츄리소시지,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,256.6
1578,닭순살매운볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,286.82
1579,무말랭이무침,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,명이나물,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
1581,돼지고기당면찌개,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,151.7
1582,무조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34.43
1583,치커리사과무침,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55.55
1584,투움바파스타,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,304.81
1585,핫크리스피핫도그,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,190
1586,연근샐러드,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.17
1587,쌈채소,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38.51
1588,설렁탕,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,351.26
1589,갓돈찌개,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,132.74
1590,두부두루치기,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,245.06
1591,우동국,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1592,새우볶음,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42.5
1593,상추치커리무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.68
1594,어묵핫바,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
1595,고추마요치킨,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,672.63
1596,푸실리샐러드,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.71
1597,전복소갈비찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,504
1598,"빵,케이크",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66.5
1599,쇠고기된장찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,85.52
1600,어채볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5
1601,오렌지,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
1602,셀프주먹밥,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527.52
1603,코다리꽈리고추조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140.96
1604,쇠고기두부탕국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50.96
1605,동그랑땡구이,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,72.08
1606,고등어순살김치조림,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,182.25
1607,게맛살과일샐러드,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.64
1608,돼지고기생야채비빔밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,848.25
1609,쇠고기불낙볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,253.12
1610,차돌박이야채덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1058.91
1611,진미채볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15
1612,바베큐폭립,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,137
1613,양송이스프,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.75
1614,튀김닭꼬치,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,417.96
1615,치즈케이크,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275
1616,군만두튀김,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.51
1617,매콤갑오징어볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,218.71
1618,장조림버터비빔밥,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677.47
1619,오삼불고기덮밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,871.89
1620,모듬콩조림,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.8
1621,불낙비빔밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,751.94
1622,버터롤,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,152.88
1623,고구마츄,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
1624,비빔막국수,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355.01kcal
1625,하루견과,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,150kcal
1626,에그마요샌드위치,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,699.56
1627,롤피자스틱,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230
1628,도토리묵사발,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.13
1629,치즈스틱,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.76
1630,콘샐러드,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
1631,육포,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,츄러스,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,280.12
1633,땅콩조림,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464
1634,냉파스타샐러드,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408
1635,떡갈비덮밥,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1032.74
1636,버섯장조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48.97
